cluster.index	parent.mass.NH4	number.of.spectra.NH4	RTMean.NH4	sum.precursor.intensity..NH4	LibraryID.NH4	SpectrumID.NH4	Smiles.NH4	INCHI.NH4	ProteoSAFeClusterLink.NH4	MetFragScore.NH4	MetFragSMILES.NH4	MetFragID.NH4	FusionScore.NH4	FusionSMILES.NH4	FusionID.NH4	ConsensusScore.NH4	ConsensusSMILES.NH4	ConsensusID.NH4
4947	752.328	1	467.892	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4947	1.0000000,0.9539114,0.9532070,0.9426598,0.9321778,0.8879112	C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(C)(O2)O4)OC(=O)C)O)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)c1ccccc1,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)C)O,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)O)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)C,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C)O,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C)O,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)O)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O	C40H46O13_Trigonostemon_howii_1276,C40H46O13_Trigonostemon_howii_1272,C40H46O13_Trigonostemon_heterophyllus_1275,C40H46O13_Trigonostemon_xyphophylloides_1274,C40H46O13_Trigonostemon_xyphophylloides_1271,C40H46O13_Trigonostemon_howii_1273				1,0.998,0.995,0.95,0.945,0.935	C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)C)O,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C)O,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)O)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C)O,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(C)(O2)O4)OC(=O)C)O)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)c1ccccc1,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)O)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)C	C40H46O13_Trigonostemon_howii_1272,C40H46O13_Trigonostemon_xyphophylloides_1271,C40H46O13_Trigonostemon_howii_1273,C40H46O13_Trigonostemon_xyphophylloides_1274,C40H46O13_Trigonostemon_howii_1276,C40H46O13_Trigonostemon_heterophyllus_1275
4948	752.328	1	338.985	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4948	1.0000000,0.9028645,0.9005187,0.9003042,0.8946275,0.8507389	C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(C)(O2)O4)OC(=O)C)O)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)c1ccccc1,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)C)O,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C)O,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)O)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)C,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C)O,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)O)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O	C40H46O13_Trigonostemon_howii_1276,C40H46O13_Trigonostemon_howii_1272,C40H46O13_Trigonostemon_xyphophylloides_1274,C40H46O13_Trigonostemon_heterophyllus_1275,C40H46O13_Trigonostemon_xyphophylloides_1271,C40H46O13_Trigonostemon_howii_1273				1,0.999,0.997,0.967,0.965,0.959	C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)C)O,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C)O,C=C(C)C1(C2C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)O)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C)O,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(C)(O2)O4)OC(=O)C)O)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)c1ccccc1,C=C(C)C12C(C(C)C34C5CC(C)C(C5(C(C(C)(C(C3C1OC(c1ccccc1)(O2)O4)OC(=O)C)O)OC(=O)c1ccccc1)O)OC(=O)C)OC(=O)C	C40H46O13_Trigonostemon_howii_1272,C40H46O13_Trigonostemon_xyphophylloides_1271,C40H46O13_Trigonostemon_howii_1273,C40H46O13_Trigonostemon_xyphophylloides_1274,C40H46O13_Trigonostemon_howii_1276,C40H46O13_Trigonostemon_heterophyllus_1275
4949	752.589	1	1019.470	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4949									
4950	752.599	1	1005.310	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4950									
4951	752.609	1	1106.870	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4951									
4953	752.660	1	1181.330	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4953									
4954	754.084	1	473.437	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4954									
4955	754.343	1	375.498	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4955									
4956	754.344	1	402.954	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4956									
4957	754.362	1	470.035	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4957									
4958	754.379	1	567.377	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4958									
4959	754.396	1	226.291	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4959									
4962	754.605	1	1100.930	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4962									
4965	756.342	1	338.968	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4965	1.0000000,0.9983933,0.9568220,0.8822778	CC(C)C(=O)OC1C(=C)C2C(C1OC(=O)C)C(C(C)(C)C1C(C(C)C(=O)[C@@H](C(C)(C(C2OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)O1)OC(=O)C,CC(C)C(=O)OC1C(C(C(C)(C)C=CC(C)C(=O)C2(CC(C)(C(C2C2C1(CCC(=O)O2)OC(=O)C)O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,CC(C)C(=O)OC1C(C(C(C)(C)C=CC(C)C(=O)C2(CC(C)(C(C2C2C1(CCC(=O)O2)OC(=O)C)OC(=O)C)OC(=O)C)O)OC(=O)C)OC(=O)C,CC1C(O2)C2C(C)(C)C(OC(C)=O)C(OC(C(C)C)=O)C(OC(C)=O)C(C(OC(C)=O)C3C(CC(C)(OC(C)=O)C3OC(C)=O)(OC(C)=O)C1=O)=C	C36H50O16_Euphorbia_esula_1079,C36H50O16_Euphorbia_terracina_1081,C36H50O16_Euphorbia_terracina_1080,C36H50O16_Euphorbia_salicifolia_1082				1,0.952,0.893,0.878	CC(C)C(=O)OC1C(C(C(C)(C)C=CC(C)C(=O)C2(CC(C)(C(C2C2C1(CCC(=O)O2)OC(=O)C)O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,CC(C)C(=O)OC1C(C(C(C)(C)C=CC(C)C(=O)C2(CC(C)(C(C2C2C1(CCC(=O)O2)OC(=O)C)OC(=O)C)OC(=O)C)O)OC(=O)C)OC(=O)C,CC(C)C(=O)OC1C(=C)C2C(C1OC(=O)C)C(C(C)(C)C1C(C(C)C(=O)[C@@H](C(C)(C(C2OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)O1)OC(=O)C,CC1C(O2)C2C(C)(C)C(OC(C)=O)C(OC(C(C)C)=O)C(OC(C)=O)C(C(OC(C)=O)C3C(CC(C)(OC(C)=O)C3OC(C)=O)(OC(C)=O)C1=O)=C	C36H50O16_Euphorbia_terracina_1081,C36H50O16_Euphorbia_terracina_1080,C36H50O16_Euphorbia_esula_1079,C36H50O16_Euphorbia_salicifolia_1082
4967	758.337	1	315.141	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4967									
4968	758.337	1	352.893	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4968									
4971	758.466	1	500.090	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4971									
4973	758.600	1	1079.280	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4973									
4977	759.321	1	373.237	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4977									
4978	760.352	1	469.160	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4978	1.0000000,0.9935714	CC(C1=O)/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C(C)C)=O)C(C(OC(C2=CC=CC=C2)=O)C3C1(OC(C)=O)CC(C)(O)C3OC(C)=O)=C,CC(C1=O)/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C(C)C)=O)C(C(OC(C2=CC=CC=C2)=O)C3C1(O)CC(C)(OC(C)=O)C3OC(C)=O)=C	C39H50O14_Euphorbia_altotibetica_1238,C39H50O14_Euphorbia_terracina_1237				1,0.982	CC(C1=O)/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C(C)C)=O)C(C(OC(C2=CC=CC=C2)=O)C3C1(O)CC(C)(OC(C)=O)C3OC(C)=O)=C,CC(C1=O)/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C(C)C)=O)C(C(OC(C2=CC=CC=C2)=O)C3C1(OC(C)=O)CC(C)(O)C3OC(C)=O)=C	C39H50O14_Euphorbia_terracina_1237,C39H50O14_Euphorbia_altotibetica_1238
4979	760.511	1	842.232	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4979									
4980	760.592	1	906.444	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4980									
4982	762.310	1	473.627	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4982									
4984	762.312	1	440.756	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4984									
4985	762.359	1	412.370	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4985	1	CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C(O)C2C(CC(OC(C(C)C)=O)(C)C2OC(C3=CC=CC=C3)=O)(OC(C)=O)C1O)=C	C39H52O14_Euphorbia_sororia_1247				1	CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C(O)C2C(CC(OC(C(C)C)=O)(C)C2OC(C3=CC=CC=C3)=O)(OC(C)=O)C1O)=C	C39H52O14_Euphorbia_sororia_1247
4986	762.371	1	412.370	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4986	1	CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C(O)C2C(CC(OC(C(C)C)=O)(C)C2OC(C3=CC=CC=C3)=O)(OC(C)=O)C1O)=C	C39H52O14_Euphorbia_sororia_1247				1	CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C(O)C2C(CC(OC(C(C)C)=O)(C)C2OC(C3=CC=CC=C3)=O)(OC(C)=O)C1O)=C	C39H52O14_Euphorbia_sororia_1247
4989	762.522	1	895.260	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4989									
4990	762.525	1	870.168	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4990									
4991	762.547	1	923.550	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4991									
4992	762.547	1	942.144	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4992									
4993	762.549	1	979.626	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4993									
4995	762.621	1	991.188	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4995									
4996	762.622	1	991.188	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4996									
4997	763.307	1	349.241	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4997									
4999	764.326	1	465.864	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4999	1.0000000,0.9907505	CC(C1OC(CC)=O)CC2(O)C1C(OC(C)=O)C3(CO4)C(C5C(CC5(C)OC(C)=O)C(OC(C6=CC=CC=C6)=O)C3=O)C4(C)C2OC(C7=CC=CC=C7)=O,CC(C1OC(C)=O)CC2(O)C1C(OC(C3=CC=CC=C3)=O)C4(CO5)C(C(C(OC6=O)(C)C)C(C6)C(OC(C7=CC=CC=C7)=O)C4=O)C5(C)C2OC(CC)=O	C41H46O13_Euphorbia_prolifera_1330,C41H46O13_Euphorbia_prolifera_1331						
5001	764.528	1	808.728	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5001									
5002	764.530	1	867.228	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5002									
5003	764.536	1	923.466	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5003									
5004	764.557	1	948.390	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5004									
5005	764.563	1	913.248	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5005									
5007	764.563	1	893.358	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5007									
5008	764.564	1	973.896	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5008									
5009	765.618	1	1091.650	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5009									
5013	766.332	1	620.857	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5013									
5014	766.341	1	335.821	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5014									
5015	766.508	1	705.282	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5015									
5016	766.545	1	913.050	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5016									
5017	766.558	1	831.936	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5017									
5018	768.321	1	278.378	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5018									
5019	768.561	1	967.250	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5019									
5020	768.609	1	1043.110	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5020									
5024	769.112	1	910.098	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5024									
5027	770.358	1	390.001	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5027									
5028	770.495	1	688.266	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5028									
5029	770.576	1	1013.560	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5029									
5031	770.577	1	1025.080	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5031									
5032	770.618	1	1074.680	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5032									
5033	770.699	1	855.192	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5033									
5034	772.102	1	690.960	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5034									
5035	772.333	1	487.695	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5035	1.0000000,0.9262918	CC(C)C(=O)OC1C(C(C(C)(C)C=CC(C)(C(=O)C2(CC(C)(C(C2C2C1(CCC(=O)O2)OC(=O)C)OC(=O)C)OC(=O)C)O)O)OC(=O)C)OC(=O)C,CC(C)C(=O)OC1C(C2C(C)(C)C3C(C(C)C(=O)C4(CC(C)(C(C4C(C1(CCC(=O)O2)O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)O3)OC(=O)C	C36H50O17_Euphorbia_terracina_1087,C30H50O17_Euphorbia_salicifolia_732				1,0.9	CC(C)C(=O)OC1C(C(C(C)(C)C=CC(C)(C(=O)C2(CC(C)(C(C2C2C1(CCC(=O)O2)OC(=O)C)OC(=O)C)OC(=O)C)O)O)OC(=O)C)OC(=O)C,CC(C)C(=O)OC1C(C2C(C)(C)C3C(C(C)C(=O)C4(CC(C)(C(C4C(C1(CCC(=O)O2)O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)O3)OC(=O)C	C36H50O17_Euphorbia_terracina_1087,C30H50O17_Euphorbia_salicifolia_732
5036	772.510	1	730.026	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5036	1	CC(=O)OCC1(C)CCCC2(C)C3CCC4CC3(C(CC12)O)C(=O)C4(CCC1(C2CCC3C4(C)CCCC(C)(COC(=O)C)C4CC(C3(C2)C1=O)O)O)O	C44H66O10_Croton_tonkinensis_1419						
5037	772.594	1	1070.960	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5037									
5038	772.604	1	1104.490	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5038									
5042	773.518	1	745.170	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5042									
5043	774.295	1	250.205	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5043									
5044	774.332	1	469.827	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5044	1.0000000,0.9589032	CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C2=CC=CC=C2)=O)C(C(OC(C)=O)C3C(CC(C)(OC(C)=O)C3OC(C)=O)(OC(C)=O)C1=O)=C,CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C)(OC(C)=O)/C=C2C(CC(C)(OC(C)=O)C\2OC(C3=CC=CC=C3)=O)(OC(C)=O)C1=O	C39H48O15_Euphorbia_turczaninowii_1229,C39H48O15_Euphorbia_serrulata_1231				1,0.968	CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C2=CC=CC=C2)=O)C(C(OC(C)=O)C3C(CC(C)(OC(C)=O)C3OC(C)=O)(OC(C)=O)C1=O)=C,CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C)(OC(C)=O)/C=C2C(CC(C)(OC(C)=O)C\2OC(C3=CC=CC=C3)=O)(OC(C)=O)C1=O	C39H48O15_Euphorbia_turczaninowii_1229,C39H48O15_Euphorbia_serrulata_1231
5045	774.333	1	454.790	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5045	1.0000000,0.9647602	CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C2=CC=CC=C2)=O)C(C(OC(C)=O)C3C(CC(C)(OC(C)=O)C3OC(C)=O)(OC(C)=O)C1=O)=C,CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C)(OC(C)=O)/C=C2C(CC(C)(OC(C)=O)C\2OC(C3=CC=CC=C3)=O)(OC(C)=O)C1=O	C39H48O15_Euphorbia_turczaninowii_1229,C39H48O15_Euphorbia_serrulata_1231				1,0.951	CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C2=CC=CC=C2)=O)C(C(OC(C)=O)C3C(CC(C)(OC(C)=O)C3OC(C)=O)(OC(C)=O)C1=O)=C,CC1/C=C/C(C)(C)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C)(OC(C)=O)/C=C2C(CC(C)(OC(C)=O)C\2OC(C3=CC=CC=C3)=O)(OC(C)=O)C1=O	C39H48O15_Euphorbia_turczaninowii_1229,C39H48O15_Euphorbia_serrulata_1231
5046	774.369	1	433.467	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5046									
5047	774.526	1	781.764	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5047									
5049	774.593	1	1048.480	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5049									
5051	774.614	1	999.114	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5051									
5053	774.657	1	1198.480	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5053									
5054	774.661	1	1050.220	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5054									
5059	776.327	1	495.553	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5059									
5060	776.346	1	220.183	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5060									
5061	776.347	1	234.416	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=5061									
